"date","price","name"
2009-01-30,0.6629,"AUDUSD Curncy"
2009-01-30,0.7138,"USGG2YR Index"
2009-01-30,0.8889,"CHFUSD Curncy"
2009-01-30,1.234,"GJGB10 Index"
2009-01-30,1.2527,"USDCAD Curncy"
2009-01-30,1.3115,"EURUSD Curncy"
2009-01-30,1.3626,"USGG5YR Index"
2009-01-30,1.4632,"GBPUSD Curncy"
2009-01-30,2.2055,"USGG10YR Index"
2009-01-30,2.587,"GCAN10YR Index"
2009-01-30,2.8672,"USGG30YR Index"
2009-01-30,2.89,"GECU10YR Index"
2009-01-30,3.14,"GUKG10 Index"
2009-01-30,3.851,"GACGB10 Index"
2009-01-30,4.409,"GBTPGR10 Index"
2009-01-30,4.417,"NG1 Comdty"
2009-01-30,6,"GSPC US Equity"
2009-01-30,6.58,"BAC"
2009-01-30,12.27,"NOK"
2009-01-30,12.52,"SLV US Equity"
2009-01-30,12.9,"INTC"
2009-01-30,15.7767,"HPQ"
2009-01-30,17.1,"MSFT"
2009-01-30,29.06,"QQQ US Equity"
2009-01-30,29.22,"USO US Equity"
2009-01-30,33.72,"EWJ US Equity"
2009-01-30,41.68,"CL1 Comdty"
2009-01-30,78.56,"MXFR Index"
2009-01-30,82.83,"SPY US Equity"
2009-01-30,91.65,"IBM"
2009-01-30,145.04,"UNG US Equity"
2009-01-30,146.85,"HG1 Comdty"
2009-01-30,198.09,"IXND Index"
2009-01-30,205.94,"IXI Index"
2009-01-30,379,"C 1 Comdty"
2009-01-30,498.68,"MID Index"
2009-01-30,568,"W 1 Comdty"
2009-01-30,980,"S 1 Comdty"
2009-01-30,2955.37,"CAC Index"
2009-01-30,4295.2,"UKX Index"
2009-01-30,4518.72,"DAX Index"
2009-01-30,5195.79,"NYA Index"
2009-01-30,8000.86,"DJI Index"
2009-01-30,8694.9,"SPTSX Index"
2009-01-31,NA,NA
2009-02-01,NA,NA
2009-02-02,0.011027,"JPYUSD Curncy"
2009-02-02,0.1116,"USGG3M Index"
2009-02-02,0.2843,"USGG6M Index"
2009-02-02,0.6733,"AUDUSD Curncy"
2009-02-02,0.721,"USGG2YR Index"
2009-02-02,0.8931,"CHFUSD Curncy"
2009-02-02,1.24,"GJGB10 Index"
2009-02-02,1.2431,"USDCAD Curncy"
2009-02-02,1.3267,"EURUSD Curncy"
2009-02-02,1.4671,"USGG5YR Index"
2009-02-02,1.4733,"GBPUSD Curncy"
2009-02-02,2.3187,"USGG10YR Index"
2009-02-02,2.632,"GCAN10YR Index"
2009-02-02,2.8747,"USGG30YR Index"
2009-02-02,2.93,"GECU10YR Index"
2009-02-02,3.297,"GUKG10 Index"
2009-02-02,3.975,"GACGB10 Index"
2009-02-02,4.399,"GBTPGR10 Index"
2009-02-02,4.557,"NG1 Comdty"
2009-02-02,5.3,"GSPC US Equity"
2009-02-02,6,"BAC"
2009-02-02,12.03,"NOK"
2009-02-02,12.21,"SLV US Equity"
2009-02-02,13.63,"INTC"
2009-02-02,15.7358,"HPQ"
2009-02-02,17.83,"MSFT"
2009-02-02,28.4,"USO US Equity"
2009-02-02,29.41,"QQQ US Equity"
2009-02-02,33.72,"EWJ US Equity"
2009-02-02,40.08,"CL1 Comdty"
2009-02-02,78.56,"MXFR Index"
2009-02-02,82.58,"SPY US Equity"
2009-02-02,90.93,"IBM"
2009-02-02,143.1,"HG1 Comdty"
2009-02-02,151.68,"UNG US Equity"
2009-02-02,197.98,"IXND Index"
2009-02-02,201.01,"IXI Index"
2009-02-02,370.5,"C 1 Comdty"
2009-02-02,500.27,"MID Index"
2009-02-02,563.75,"W 1 Comdty"
2009-02-02,959.5,"S 1 Comdty"
2009-02-02,2954.53,"CAC Index"
2009-02-02,4190.11,"UKX Index"
2009-02-02,4428.11,"DAX Index"
2009-02-02,5166.47,"NYA Index"
2009-02-02,7936.83,"DJI Index"
2009-02-02,8624.83,"SPTSX Index"
2009-02-03,0.011032,"JPYUSD Curncy"
2009-02-03,0.1116,"USGG3M Index"
2009-02-03,0.2843,"USGG6M Index"
2009-02-03,0.6667,"AUDUSD Curncy"
2009-02-03,0.7207,"USGG2YR Index"
2009-02-03,0.8813,"CHFUSD Curncy"
2009-02-03,1.24,"GJGB10 Index"
2009-02-03,1.2539,"USDCAD Curncy"
2009-02-03,1.3069,"EURUSD Curncy"
2009-02-03,1.442,"GBPUSD Curncy"
2009-02-03,1.467,"USGG5YR Index"
2009-02-03,2.3184,"USGG10YR Index"
2009-02-03,2.708,"GCAN10YR Index"
2009-02-03,2.8747,"USGG30YR Index"
2009-02-03,2.996,"GECU10YR Index"
2009-02-03,3.429,"GUKG10 Index"
2009-02-03,4.052,"GACGB10 Index"
2009-02-03,4.421,"GBTPGR10 Index"
2009-02-03,4.513,"NG1 Comdty"
2009-02-03,4.7,"GSPC US Equity"
2009-02-03,5.3,"BAC"
2009-02-03,12.32,"SLV US Equity"
2009-02-03,12.53,"NOK"
2009-02-03,13.73,"INTC"
2009-02-03,16.3896,"HPQ"
2009-02-03,18.5,"MSFT"
2009-02-03,28.87,"USO US Equity"
2009-02-03,29.87,"QQQ US Equity"
2009-02-03,34.36,"EWJ US Equity"
2009-02-03,40.78,"CL1 Comdty"
2009-02-03,81.71,"MXFR Index"
2009-02-03,83.74,"SPY US Equity"
2009-02-03,93.48,"IBM"
2009-02-03,148.864,"UNG US Equity"
2009-02-03,152.2,"HG1 Comdty"
2009-02-03,198.04,"IXND Index"
2009-02-03,205.47,"IXI Index"
2009-02-03,361.75,"C 1 Comdty"
2009-02-03,504.16,"MID Index"
2009-02-03,552.5,"W 1 Comdty"
2009-02-03,946,"S 1 Comdty"
2009-02-03,3076.01,"CAC Index"
2009-02-03,4149.64,"UKX Index"
2009-02-03,4338.35,"DAX Index"
2009-02-03,5268.02,"NYA Index"
2009-02-03,8078.36,"DJI Index"
2009-02-03,8628.63,"SPTSX Index"
2009-02-04,0.01114,"JPYUSD Curncy"
2009-02-04,0.1014,"USGG3M Index"
2009-02-04,0.3097,"USGG6M Index"
2009-02-04,0.6508,"AUDUSD Curncy"
2009-02-04,0.7045,"USGG2YR Index"
2009-02-04,0.8724,"CHFUSD Curncy"
2009-02-04,1.231,"GJGB10 Index"
2009-02-04,1.267,"USDCAD Curncy"
2009-02-04,1.2904,"EURUSD Curncy"
2009-02-04,1.3928,"GBPUSD Curncy"
2009-02-04,1.4868,"USGG5YR Index"
2009-02-04,2.3771,"USGG10YR Index"
2009-02-04,2.68,"GCAN10YR Index"
2009-02-04,2.9804,"USGG30YR Index"
2009-02-04,3.019,"GECU10YR Index"
2009-02-04,3.515,"GUKG10 Index"
2009-02-04,3.996,"GACGB10 Index"
2009-02-04,4.514,"GBTPGR10 Index"
2009-02-04,4.597,"NG1 Comdty"
2009-02-04,4.7,"BAC"
2009-02-04,4.84,"GSPC US Equity"
2009-02-04,12.42,"SLV US Equity"
2009-02-04,12.72,"NOK"
2009-02-04,13.88,"INTC"
2009-02-04,16.3578,"HPQ"
2009-02-04,18.63,"MSFT"
2009-02-04,28.27,"USO US Equity"
2009-02-04,29.91,"QQQ US Equity"
2009-02-04,34.66,"EWJ US Equity"
2009-02-04,40.32,"CL1 Comdty"
2009-02-04,80.05,"MXFR Index"
2009-02-04,83.33,"SPY US Equity"
2009-02-04,92.83,"IBM"
2009-02-04,152.801,"UNG US Equity"
2009-02-04,153.1,"HG1 Comdty"
2009-02-04,198.14,"IXND Index"
2009-02-04,204.76,"IXI Index"
2009-02-04,358.25,"C 1 Comdty"
2009-02-04,503.09,"MID Index"
2009-02-04,542.25,"W 1 Comdty"
2009-02-04,949.5,"S 1 Comdty"
2009-02-04,3009.75,"CAC Index"
2009-02-04,4077.78,"UKX Index"
2009-02-04,4271.04,"DAX Index"
2009-02-04,5242.75,"NYA Index"
2009-02-04,7956.66,"DJI Index"
2009-02-04,8693.09,"SPTSX Index"
2009-02-05,0.011176,"JPYUSD Curncy"
2009-02-05,0.1095,"USGG3M Index"
2009-02-05,0.2945,"USGG6M Index"
2009-02-05,0.6618,"AUDUSD Curncy"
2009-02-05,0.7692,"USGG2YR Index"
2009-02-05,0.8669,"CHFUSD Curncy"
2009-02-05,1.2551,"USDCAD Curncy"
2009-02-05,1.274,"GJGB10 Index"
2009-02-05,1.3023,"EURUSD Curncy"
2009-02-05,1.3955,"GBPUSD Curncy"
2009-02-05,1.6089,"USGG5YR Index"
2009-02-05,2.536,"USGG10YR Index"
2009-02-05,2.734,"GCAN10YR Index"
2009-02-05,2.999,"GECU10YR Index"
2009-02-05,3.1579,"USGG30YR Index"
2009-02-05,3.444,"GUKG10 Index"
2009-02-05,4.075,"GACGB10 Index"
2009-02-05,4.567,"GBTPGR10 Index"
2009-02-05,4.642,"NG1 Comdty"
2009-02-05,4.84,"BAC"
2009-02-05,6.13,"GSPC US Equity"
2009-02-05,12.75,"SLV US Equity"
2009-02-05,13.05,"NOK"
2009-02-05,14.25,"INTC"
2009-02-05,15.9311,"HPQ"
2009-02-05,19.04,"MSFT"
2009-02-05,28.81,"USO US Equity"
2009-02-05,30.57,"QQQ US Equity"
2009-02-05,34.56,"EWJ US Equity"
2009-02-05,41.17,"CL1 Comdty"
2009-02-05,79.24,"MXFR Index"
2009-02-05,84.57,"SPY US Equity"
2009-02-05,92.41,"IBM"
2009-02-05,150,"HG1 Comdty"
2009-02-05,153.84,"UNG US Equity"
2009-02-05,197.52,"IXND Index"
2009-02-05,207.18,"IXI Index"
2009-02-05,371.25,"C 1 Comdty"
2009-02-05,511.1,"MID Index"
2009-02-05,561.75,"W 1 Comdty"
2009-02-05,980,"S 1 Comdty"
2009-02-05,2973.92,"CAC Index"
2009-02-05,4164.46,"UKX Index"
2009-02-05,4374.96,"DAX Index"
2009-02-05,5326.01,"NYA Index"
2009-02-05,8063.07,"DJI Index"
2009-02-05,8860.98,"SPTSX Index"
2009-02-06,0.011246,"JPYUSD Curncy"
2009-02-06,0.0963,"USGG3M Index"
2009-02-06,0.2843,"USGG6M Index"
2009-02-06,0.6554,"AUDUSD Curncy"
2009-02-06,0.7203,"USGG2YR Index"
2009-02-06,0.8679,"CHFUSD Curncy"
2009-02-06,1.2547,"USDCAD Curncy"
2009-02-06,1.266,"GJGB10 Index"
2009-02-06,1.3001,"EURUSD Curncy"
2009-02-06,1.3877,"GBPUSD Curncy"
2009-02-06,1.6024,"USGG5YR Index"
2009-02-06,2.5922,"USGG10YR Index"
2009-02-06,2.755,"GCAN10YR Index"
2009-02-06,3.108,"GECU10YR Index"
2009-02-06,3.2575,"USGG30YR Index"
2009-02-06,3.505,"GUKG10 Index"
2009-02-06,4.186,"GACGB10 Index"
2009-02-06,4.653,"GBTPGR10 Index"
2009-02-06,4.774,"NG1 Comdty"
2009-02-06,6.13,"BAC"
2009-02-06,6.89,"GSPC US Equity"
2009-02-06,12.91,"SLV US Equity"
2009-02-06,13.33,"NOK"
2009-02-06,14.73,"INTC"
2009-02-06,16.7301,"HPQ"
2009-02-06,19.66,"MSFT"
2009-02-06,28.2,"USO US Equity"
2009-02-06,31.37,"QQQ US Equity"
2009-02-06,34.76,"EWJ US Equity"
2009-02-06,40.17,"CL1 Comdty"
2009-02-06,78.01,"MXFR Index"
2009-02-06,86.98,"SPY US Equity"
2009-02-06,96.14,"IBM"
2009-02-06,158.96,"UNG US Equity"
2009-02-06,162.85,"HG1 Comdty"
2009-02-06,197.66,"IXND Index"
2009-02-06,211.86,"IXI Index"
2009-02-06,377.25,"C 1 Comdty"
2009-02-06,530.58,"MID Index"
2009-02-06,557,"W 1 Comdty"
2009-02-06,1001,"S 1 Comdty"
2009-02-06,2930.05,"CAC Index"
2009-02-06,4228.6,"UKX Index"
2009-02-06,4492.79,"DAX Index"
2009-02-06,5475.28,"NYA Index"
2009-02-06,8280.59,"DJI Index"
2009-02-06,9008.02,"SPTSX Index"
2009-02-07,NA,NA
2009-02-08,NA,NA
2009-02-09,0.011268,"JPYUSD Curncy"
2009-02-09,0.0963,"USGG3M Index"
2009-02-09,0.2945,"USGG6M Index"
2009-02-09,0.6539,"AUDUSD Curncy"
2009-02-09,0.8095,"USGG2YR Index"
2009-02-09,0.8662,"CHFUSD Curncy"
2009-02-09,1.2311,"USDCAD Curncy"
2009-02-09,1.275,"GJGB10 Index"
2009-02-09,1.2975,"EURUSD Curncy"
2009-02-09,1.3804,"GBPUSD Curncy"
2009-02-09,1.6291,"USGG5YR Index"
2009-02-09,2.6172,"USGG10YR Index"
2009-02-09,2.82,"GCAN10YR Index"
2009-02-09,3.237,"GECU10YR Index"
2009-02-09,3.3212,"USGG30YR Index"
2009-02-09,3.686,"GUKG10 Index"
2009-02-09,4.104,"GACGB10 Index"
2009-02-09,4.789,"GBTPGR10 Index"
2009-02-09,4.807,"NG1 Comdty"
2009-02-09,5.56,"GSPC US Equity"
2009-02-09,6.89,"BAC"
2009-02-09,12.7199,"SLV US Equity"
2009-02-09,13.22,"NOK"
2009-02-09,14.91,"INTC"
2009-02-09,16.494,"HPQ"
2009-02-09,19.44,"MSFT"
2009-02-09,28.25,"USO US Equity"
2009-02-09,31.5,"QQQ US Equity"
2009-02-09,34.12,"EWJ US Equity"
2009-02-09,39.56,"CL1 Comdty"
2009-02-09,79.34,"MXFR Index"
2009-02-09,87.1,"SPY US Equity"
2009-02-09,96.82,"IBM"
2009-02-09,159.28,"UNG US Equity"
2009-02-09,161.3,"HG1 Comdty"
2009-02-09,198.44,"IXND Index"
2009-02-09,215.96,"IXI Index"
2009-02-09,377.5,"C 1 Comdty"
2009-02-09,529.37,"MID Index"
2009-02-09,565,"W 1 Comdty"
2009-02-09,1002,"S 1 Comdty"
2009-02-09,2982.39,"CAC Index"
2009-02-09,4228.93,"UKX Index"
2009-02-09,4510.49,"DAX Index"
2009-02-09,5479.88,"NYA Index"
2009-02-09,8270.87,"DJI Index"
2009-02-09,9047.28,"SPTSX Index"
2009-02-10,0.011224,"JPYUSD Curncy"
2009-02-10,0.0963,"USGG3M Index"
2009-02-10,0.3097,"USGG6M Index"
2009-02-10,0.6596,"AUDUSD Curncy"
2009-02-10,0.8258,"USGG2YR Index"
2009-02-10,0.8797,"CHFUSD Curncy"
2009-02-10,1.2226,"USDCAD Curncy"
2009-02-10,1.297,"GJGB10 Index"
2009-02-10,1.3189,"EURUSD Curncy"
2009-02-10,1.3993,"GBPUSD Curncy"
2009-02-10,1.6525,"USGG5YR Index"
2009-02-10,2.6411,"USGG10YR Index"
2009-02-10,2.917,"GCAN10YR Index"
2009-02-10,3.327,"GECU10YR Index"
2009-02-10,3.3771,"USGG30YR Index"
2009-02-10,3.696,"GUKG10 Index"
2009-02-10,4.104,"GACGB10 Index"
2009-02-10,4.543,"NG1 Comdty"
2009-02-10,4.837,"GBTPGR10 Index"
2009-02-10,5.56,"BAC"
2009-02-10,6.07,"GSPC US Equity"
2009-02-10,12.54,"NOK"
2009-02-10,12.98,"SLV US Equity"
2009-02-10,14.08,"INTC"
2009-02-10,15.9855,"HPQ"
2009-02-10,18.8,"MSFT"
2009-02-10,26.91,"USO US Equity"
2009-02-10,30.34,"QQQ US Equity"
2009-02-10,32.92,"EWJ US Equity"
2009-02-10,37.55,"CL1 Comdty"
2009-02-10,81.61,"MXFR Index"
2009-02-10,83.11,"SPY US Equity"
2009-02-10,93.27,"IBM"
2009-02-10,149.76,"UNG US Equity"
2009-02-10,157.6,"HG1 Comdty"
2009-02-10,198.58,"IXND Index"
2009-02-10,204.66,"IXI Index"
2009-02-10,376.75,"C 1 Comdty"
2009-02-10,505.55,"MID Index"
2009-02-10,556,"W 1 Comdty"
2009-02-10,994,"S 1 Comdty"
2009-02-10,3068.99,"CAC Index"
2009-02-10,4291.87,"UKX Index"
2009-02-10,4644.63,"DAX Index"
2009-02-10,5214.71,"NYA Index"
2009-02-10,7888.88,"DJI Index"
2009-02-10,8817.89,"SPTSX Index"
2009-02-11,0.01124,"JPYUSD Curncy"
2009-02-11,0.1298,"USGG3M Index"
2009-02-11,0.328,"USGG6M Index"
2009-02-11,0.6612,"AUDUSD Curncy"
2009-02-11,0.8011,"USGG2YR Index"
2009-02-11,0.8753,"CHFUSD Curncy"
2009-02-11,1.2306,"USDCAD Curncy"
2009-02-11,1.299,"GJGB10 Index"
2009-02-11,1.316,"EURUSD Curncy"
2009-02-11,1.4129,"GBPUSD Curncy"
2009-02-11,1.5661,"USGG5YR Index"
2009-02-11,2.5274,"USGG10YR Index"
2009-02-11,2.902,"GCAN10YR Index"
2009-02-11,3.2435,"USGG30YR Index"
2009-02-11,3.26,"GECU10YR Index"
2009-02-11,3.668,"GUKG10 Index"
2009-02-11,4.188,"GACGB10 Index"
2009-02-11,4.532,"NG1 Comdty"
2009-02-11,4.846,"GBTPGR10 Index"
2009-02-11,5.87,"GSPC US Equity"
2009-02-11,6.07,"BAC"
2009-02-11,12.41,"NOK"
2009-02-11,13.34,"SLV US Equity"
2009-02-11,14.08,"INTC"
2009-02-11,15.9265,"HPQ"
2009-02-11,19.21,"MSFT"
2009-02-11,26.08,"USO US Equity"
2009-02-11,30.2,"QQQ US Equity"
2009-02-11,33.08,"EWJ US Equity"
2009-02-11,35.94,"CL1 Comdty"
2009-02-11,81.65,"MXFR Index"
2009-02-11,83.6,"SPY US Equity"
2009-02-11,95.16,"IBM"
2009-02-11,151.12,"UNG US Equity"
2009-02-11,154,"HG1 Comdty"
2009-02-11,198.52,"IXND Index"
2009-02-11,205.87,"IXI Index"
2009-02-11,368.5,"C 1 Comdty"
2009-02-11,506.89,"MID Index"
2009-02-11,543.25,"W 1 Comdty"
2009-02-11,978,"S 1 Comdty"
2009-02-11,3066.29,"CAC Index"
2009-02-11,4307.61,"UKX Index"
2009-02-11,4666.82,"DAX Index"
2009-02-11,5252.68,"NYA Index"
2009-02-11,7939.53,"DJI Index"
2009-02-11,8737.89,"SPTSX Index"
2009-02-12,0.011072,"JPYUSD Curncy"
2009-02-12,0.1755,"USGG3M Index"
2009-02-12,0.328,"USGG6M Index"
2009-02-12,0.666,"AUDUSD Curncy"
2009-02-12,0.8686,"CHFUSD Curncy"
2009-02-12,0.8988,"USGG2YR Index"
2009-02-12,1.2109,"USDCAD Curncy"
2009-02-12,1.305,"GJGB10 Index"
2009-02-12,1.3166,"EURUSD Curncy"
2009-02-12,1.4247,"GBPUSD Curncy"
2009-02-12,1.6927,"USGG5YR Index"
2009-02-12,2.6665,"USGG10YR Index"
2009-02-12,2.96,"GCAN10YR Index"
2009-02-12,3.233,"GECU10YR Index"
2009-02-12,3.4232,"USGG30YR Index"
2009-02-12,3.644,"GUKG10 Index"
2009-02-12,4.056,"GACGB10 Index"
2009-02-12,4.485,"NG1 Comdty"
2009-02-12,4.767,"GBTPGR10 Index"
2009-02-12,5.57,"GSPC US Equity"
2009-02-12,5.87,"BAC"
2009-02-12,12.44,"NOK"
2009-02-12,13.33,"SLV US Equity"
2009-02-12,14,"INTC"
2009-02-12,15.9992,"HPQ"
2009-02-12,19.26,"MSFT"
2009-02-12,26.13,"USO US Equity"
2009-02-12,30.57,"QQQ US Equity"
2009-02-12,33.04,"EWJ US Equity"
2009-02-12,33.98,"CL1 Comdty"
2009-02-12,83.25,"MXFR Index"
2009-02-12,83.66,"SPY US Equity"
2009-02-12,95.07,"IBM"
2009-02-12,148.56,"UNG US Equity"
2009-02-12,153.45,"HG1 Comdty"
2009-02-12,199.48,"IXND Index"
2009-02-12,203.73,"IXI Index"
2009-02-12,366.25,"C 1 Comdty"
2009-02-12,509.51,"MID Index"
2009-02-12,538.75,"W 1 Comdty"
2009-02-12,968.5,"S 1 Comdty"
2009-02-12,3122.79,"CAC Index"
2009-02-12,4213.08,"UKX Index"
2009-02-12,4505.54,"DAX Index"
2009-02-12,5256.45,"NYA Index"
2009-02-12,7932.76,"DJI Index"
2009-02-12,8778.78,"SPTSX Index"
2009-02-13,0.01111,"JPYUSD Curncy"
2009-02-13,0.2181,"USGG3M Index"
2009-02-13,0.3402,"USGG6M Index"
2009-02-13,0.6523,"AUDUSD Curncy"
2009-02-13,0.8671,"CHFUSD Curncy"
2009-02-13,0.9543,"USGG2YR Index"
2009-02-13,1.2267,"USDCAD Curncy"
2009-02-13,1.2954,"EURUSD Curncy"
2009-02-13,1.355,"GJGB10 Index"
2009-02-13,1.4301,"GBPUSD Curncy"
2009-02-13,1.8303,"USGG5YR Index"
2009-02-13,2.8586,"USGG10YR Index"
2009-02-13,3.074,"GCAN10YR Index"
2009-02-13,3.259,"GECU10YR Index"
2009-02-13,3.6063,"USGG30YR Index"
2009-02-13,3.687,"GUKG10 Index"
2009-02-13,4.076,"GACGB10 Index"
2009-02-13,4.452,"NG1 Comdty"
2009-02-13,4.683,"GBTPGR10 Index"
2009-02-13,4.9,"GSPC US Equity"
2009-02-13,5.57,"BAC"
2009-02-13,12.06,"NOK"
2009-02-13,13.54,"SLV US Equity"
2009-02-13,13.88,"INTC"
2009-02-13,16.2852,"HPQ"
2009-02-13,19.09,"MSFT"
2009-02-13,25.6,"USO US Equity"
2009-02-13,30.43,"QQQ US Equity"
2009-02-13,32.16,"EWJ US Equity"
2009-02-13,37.51,"CL1 Comdty"
2009-02-13,82.76,"SPY US Equity"
2009-02-13,83.65,"MXFR Index"
2009-02-13,93.84,"IBM"
2009-02-13,146.56,"UNG US Equity"
2009-02-13,153.85,"HG1 Comdty"
2009-02-13,201.69,"IXND Index"
2009-02-13,203.56,"IXI Index"
2009-02-13,363.25,"C 1 Comdty"
2009-02-13,505.52,"MID Index"
2009-02-13,535.5,"W 1 Comdty"
2009-02-13,955.5,"S 1 Comdty"
2009-02-13,3134.87,"CAC Index"
2009-02-13,4234.26,"UKX Index"
2009-02-13,4530.09,"DAX Index"
2009-02-13,5206.76,"NYA Index"
2009-02-13,7850.41,"DJI Index"
2009-02-13,8678.1,"SPTSX Index"
2009-02-14,NA,NA
2009-02-15,NA,NA
2009-02-16,NA,NA
2009-02-17,0.011115,"JPYUSD Curncy"
2009-02-17,0.2262,"USGG3M Index"
2009-02-17,0.3402,"USGG6M Index"
2009-02-17,0.6375,"AUDUSD Curncy"
2009-02-17,0.8619,"CHFUSD Curncy"
2009-02-17,0.9463,"USGG2YR Index"
2009-02-17,1.2296,"USDCAD Curncy"
2009-02-17,1.2813,"EURUSD Curncy"
2009-02-17,1.341,"GJGB10 Index"
2009-02-17,1.454,"GBPUSD Curncy"
2009-02-17,1.8751,"USGG5YR Index"
2009-02-17,2.8403,"USGG10YR Index"
2009-02-17,3.05,"GCAN10YR Index"
2009-02-17,3.296,"GECU10YR Index"
2009-02-17,3.603,"USGG30YR Index"
2009-02-17,3.704,"GUKG10 Index"
2009-02-17,4.099,"GACGB10 Index"
2009-02-17,4.203,"NG1 Comdty"
2009-02-17,4.57,"GSPC US Equity"
2009-02-17,4.714,"GBTPGR10 Index"
2009-02-17,4.9,"BAC"
2009-02-17,11.13,"NOK"
2009-02-17,13.21,"INTC"
2009-02-17,13.99,"SLV US Equity"
2009-02-17,15.5906,"HPQ"
2009-02-17,18.09,"MSFT"
2009-02-17,23.46,"USO US Equity"
2009-02-17,29.22,"QQQ US Equity"
2009-02-17,31.08,"EWJ US Equity"
2009-02-17,34.93,"CL1 Comdty"
2009-02-17,79.22,"SPY US Equity"
2009-02-17,80.68,"MXFR Index"
2009-02-17,90.67,"IBM"
2009-02-17,137.44,"UNG US Equity"
2009-02-17,142.3,"HG1 Comdty"
2009-02-17,193.82,"IXI Index"
2009-02-17,203.12,"IXND Index"
2009-02-17,349.25,"C 1 Comdty"
2009-02-17,484.11,"MID Index"
2009-02-17,515.5,"W 1 Comdty"
2009-02-17,903,"S 1 Comdty"
2009-02-17,3020.75,"CAC Index"
2009-02-17,4202.24,"UKX Index"
2009-02-17,4407.56,"DAX Index"
2009-02-17,4939.11,"NYA Index"
2009-02-17,7552.6,"DJI Index"
2009-02-17,8378.7,"SPTSX Index"
2009-02-18,0.011179,"JPYUSD Curncy"
2009-02-18,0.2435,"USGG3M Index"
2009-02-18,0.3504,"USGG6M Index"
2009-02-18,0.6316,"AUDUSD Curncy"
2009-02-18,0.861,"CHFUSD Curncy"
2009-02-18,0.8909,"USGG2YR Index"
2009-02-18,1.2449,"USDCAD Curncy"
2009-02-18,1.2843,"EURUSD Curncy"
2009-02-18,1.341,"GJGB10 Index"
2009-02-18,1.4264,"GBPUSD Curncy"
2009-02-18,1.75,"USGG5YR Index"
2009-02-18,2.7226,"USGG10YR Index"
2009-02-18,2.995,"GCAN10YR Index"
2009-02-18,3.284,"GECU10YR Index"
2009-02-18,3.4743,"USGG30YR Index"
2009-02-18,3.696,"GUKG10 Index"
2009-02-18,3.93,"GSPC US Equity"
2009-02-18,4.097,"GACGB10 Index"
2009-02-18,4.214,"NG1 Comdty"
2009-02-18,4.57,"BAC"
2009-02-18,4.626,"GBTPGR10 Index"
2009-02-18,11.03,"NOK"
2009-02-18,13.36,"INTC"
2009-02-18,14.169,"SLV US Equity"
2009-02-18,15.4725,"HPQ"
2009-02-18,18.12,"MSFT"
2009-02-18,22.86,"USO US Equity"
2009-02-18,29.24,"QQQ US Equity"
2009-02-18,31.32,"EWJ US Equity"
2009-02-18,34.62,"CL1 Comdty"
2009-02-18,79.03,"SPY US Equity"
2009-02-18,80.95,"MXFR Index"
2009-02-18,91.51,"IBM"
2009-02-18,139.36,"UNG US Equity"
2009-02-18,143.6,"HG1 Comdty"
2009-02-18,193.01,"IXI Index"
2009-02-18,202.09,"IXND Index"
2009-02-18,349.25,"C 1 Comdty"
2009-02-18,478.12,"MID Index"
2009-02-18,510.75,"W 1 Comdty"
2009-02-18,887.5,"S 1 Comdty"
2009-02-18,3027.72,"CAC Index"
2009-02-18,4189.59,"UKX Index"
2009-02-18,4413.39,"DAX Index"
2009-02-18,4924.54,"NYA Index"
2009-02-18,7555.63,"DJI Index"
2009-02-18,8175.95,"SPTSX Index"
2009-02-19,0.011181,"JPYUSD Curncy"
2009-02-19,0.3095,"USGG3M Index"
2009-02-19,0.3962,"USGG6M Index"
2009-02-19,0.6512,"AUDUSD Curncy"
2009-02-19,0.8752,"CHFUSD Curncy"
2009-02-19,0.9624,"USGG2YR Index"
2009-02-19,1.2296,"USDCAD Curncy"
2009-02-19,1.304,"EURUSD Curncy"
2009-02-19,1.316,"GJGB10 Index"
2009-02-19,1.4458,"GBPUSD Curncy"
2009-02-19,1.905,"USGG5YR Index"
2009-02-19,2.884,"USGG10YR Index"
2009-02-19,3.067,"GCAN10YR Index"
2009-02-19,3.335,"GECU10YR Index"
2009-02-19,3.6771,"USGG30YR Index"
2009-02-19,3.749,"GUKG10 Index"
2009-02-19,3.79,"GSPC US Equity"
2009-02-19,3.93,"BAC"
2009-02-19,4.078,"NG1 Comdty"
2009-02-19,4.22,"GACGB10 Index"
2009-02-19,4.608,"GBTPGR10 Index"
2009-02-19,10.64,"NOK"
2009-02-19,12.68,"INTC"
2009-02-19,13.888,"SLV US Equity"
2009-02-19,14.2512,"HPQ"
2009-02-19,17.91,"MSFT"
2009-02-19,24.28,"USO US Equity"
2009-02-19,28.79,"QQQ US Equity"
2009-02-19,30.88,"EWJ US Equity"
2009-02-19,39.48,"CL1 Comdty"
2009-02-19,78.181,"SPY US Equity"
2009-02-19,79.33,"MXFR Index"
2009-02-19,88.93,"IBM"
2009-02-19,134.64,"UNG US Equity"
2009-02-19,147.1,"HG1 Comdty"
2009-02-19,188.91,"IXI Index"
2009-02-19,202.35,"IXND Index"
2009-02-19,353.25,"C 1 Comdty"
2009-02-19,470.55,"MID Index"
2009-02-19,519.5,"W 1 Comdty"
2009-02-19,884.5,"S 1 Comdty"
2009-02-19,2964.34,"CAC Index"
2009-02-19,4134.75,"UKX Index"
2009-02-19,4366.64,"DAX Index"
2009-02-19,4881.16,"NYA Index"
2009-02-19,7465.95,"DJI Index"
