"date","price","name"
2008-01-02,0.008957,"JPYUSD Curncy"
2008-01-02,0.8761,"AUDUSD Curncy"
2008-01-02,0.8824,"CHFUSD Curncy"
2008-01-02,0.9926,"USDCAD Curncy"
2008-01-02,1.4592,"EURUSD Curncy"
2008-01-02,1.475,"GJGB10 Index"
2008-01-02,1.9864,"GBPUSD Curncy"
2008-01-02,3.0463,"USGG2YR Index"
2008-01-02,3.3212,"USGG3M Index"
2008-01-02,3.4395,"USGG5YR Index"
2008-01-02,3.4961,"USGG6M Index"
2008-01-02,3.99,"GCAN10YR Index"
2008-01-02,4.0231,"USGG10YR Index"
2008-01-02,4.33,"GECU10YR Index"
2008-01-02,4.4522,"USGG30YR Index"
2008-01-02,4.507,"GUKG10 Index"
2008-01-02,4.648,"GBTPGR10 Index"
2008-01-02,6.327,"GACGB10 Index"
2008-01-02,7.85,"NG1 Comdty"
2008-01-02,15.18,"SLV US Equity"
2008-01-02,22.5414,"HPQ"
2008-01-02,25.35,"INTC"
2008-01-02,35.22,"MSFT"
2008-01-02,37.4,"NOK"
2008-01-02,40.3,"GSPC US Equity"
2008-01-02,40.56,"BAC"
2008-01-02,50.45,"QQQ US Equity"
2008-01-02,52.92,"EWJ US Equity"
2008-01-02,78.47,"USO US Equity"
2008-01-02,99.62,"CL1 Comdty"
2008-01-02,104.69,"IBM"
2008-01-02,144.93,"SPY US Equity"
2008-01-02,145.5,"MXFR Index"
2008-01-02,184.62,"IXND Index"
2008-01-02,306,"UNG US Equity"
2008-01-02,306.4,"HG1 Comdty"
2008-01-02,384.87,"IXI Index"
2008-01-02,462.5,"C 1 Comdty"
2008-01-02,847.56,"MID Index"
2008-01-02,915,"W 1 Comdty"
2008-01-02,1232.5,"S 1 Comdty"
2008-01-02,5550.36,"CAC Index"
2008-01-02,6416.7,"UKX Index"
2008-01-02,7949.11,"DAX Index"
2008-01-02,9647.5,"NYA Index"
2008-01-02,13043.96,"DJI Index"
2008-01-02,13926.76,"SPTSX Index"
2008-01-03,0.009119,"JPYUSD Curncy"
2008-01-03,0.8836,"AUDUSD Curncy"
2008-01-03,0.8933,"CHFUSD Curncy"
2008-01-03,0.9937,"USDCAD Curncy"
2008-01-03,1.47,"GJGB10 Index"
2008-01-03,1.4715,"EURUSD Curncy"
2008-01-03,1.9808,"GBPUSD Curncy"
2008-01-03,2.876,"USGG2YR Index"
2008-01-03,3.2489,"USGG3M Index"
2008-01-03,3.2763,"USGG5YR Index"
2008-01-03,3.2963,"USGG6M Index"
2008-01-03,3.9033,"USGG10YR Index"
2008-01-03,3.91,"GCAN10YR Index"
2008-01-03,4.21,"GECU10YR Index"
2008-01-03,4.3524,"USGG30YR Index"
2008-01-03,4.44,"GUKG10 Index"
2008-01-03,4.523,"GBTPGR10 Index"
2008-01-03,6.337,"GACGB10 Index"
2008-01-03,7.674,"NG1 Comdty"
2008-01-03,15.285,"SLV US Equity"
2008-01-03,22.5414,"HPQ"
2008-01-03,24.67,"INTC"
2008-01-03,35.37,"MSFT"
2008-01-03,38.14,"NOK"
2008-01-03,39.85,"GSPC US Equity"
2008-01-03,40.3,"BAC"
2008-01-03,50.62,"QQQ US Equity"
2008-01-03,53.12,"EWJ US Equity"
2008-01-03,78.37,"USO US Equity"
2008-01-03,99.18,"CL1 Comdty"
2008-01-03,104.9,"IBM"
2008-01-03,144.86,"SPY US Equity"
2008-01-03,145.22,"MXFR Index"
2008-01-03,184.51,"IXND Index"
2008-01-03,298.56,"UNG US Equity"
2008-01-03,318.8,"HG1 Comdty"
2008-01-03,386.9,"IXI Index"
2008-01-03,466,"C 1 Comdty"
2008-01-03,841.58,"MID Index"
2008-01-03,945,"W 1 Comdty"
2008-01-03,1251.5,"S 1 Comdty"
2008-01-03,5546.08,"CAC Index"
2008-01-03,6479.4,"UKX Index"
2008-01-03,7908.41,"DAX Index"
2008-01-03,9656,"NYA Index"
2008-01-03,13056.72,"DJI Index"
2008-01-03,13978.2,"SPTSX Index"
2008-01-04,0.009148,"JPYUSD Curncy"
2008-01-04,0.8803,"AUDUSD Curncy"
2008-01-04,0.9002,"CHFUSD Curncy"
2008-01-04,0.9897,"USDCAD Curncy"
2008-01-04,1.47,"GJGB10 Index"
2008-01-04,1.475,"EURUSD Curncy"
2008-01-04,1.971,"GBPUSD Curncy"
2008-01-04,2.8107,"USGG2YR Index"
2008-01-04,3.2176,"USGG3M Index"
2008-01-04,3.2524,"USGG5YR Index"
2008-01-04,3.275,"USGG6M Index"
2008-01-04,3.8918,"USGG10YR Index"
2008-01-04,3.925,"GCAN10YR Index"
2008-01-04,4.193,"GECU10YR Index"
2008-01-04,4.3638,"USGG30YR Index"
2008-01-04,4.451,"GUKG10 Index"
2008-01-04,4.511,"GBTPGR10 Index"
2008-01-04,6.131,"GACGB10 Index"
2008-01-04,7.841,"NG1 Comdty"
2008-01-04,15.167,"SLV US Equity"
2008-01-04,21.2793,"HPQ"
2008-01-04,22.67,"INTC"
2008-01-04,34.38,"MSFT"
2008-01-04,35.98,"NOK"
2008-01-04,39.85,"BAC"
2008-01-04,39.9,"GSPC US Equity"
2008-01-04,48.4,"QQQ US Equity"
2008-01-04,51.75,"EWJ US Equity"
2008-01-04,77.31,"USO US Equity"
2008-01-04,97.91,"CL1 Comdty"
2008-01-04,101.13,"IBM"
2008-01-04,141.31,"SPY US Equity"
2008-01-04,142.41,"MXFR Index"
2008-01-04,184.97,"IXND Index"
2008-01-04,302,"UNG US Equity"
2008-01-04,315.75,"HG1 Comdty"
2008-01-04,377.05,"IXI Index"
2008-01-04,466.75,"C 1 Comdty"
2008-01-04,817.51,"MID Index"
2008-01-04,931.5,"W 1 Comdty"
2008-01-04,1249,"S 1 Comdty"
2008-01-04,5446.79,"CAC Index"
2008-01-04,6348.5,"UKX Index"
2008-01-04,7808.69,"DAX Index"
2008-01-04,9432.03,"NYA Index"
2008-01-04,12800.18,"DJI Index"
2008-01-04,13778.58,"SPTSX Index"
2008-01-05,NA,NA
2008-01-06,NA,NA
2008-01-07,0.009209,"JPYUSD Curncy"
2008-01-07,0.8722,"AUDUSD Curncy"
2008-01-07,0.9022,"CHFUSD Curncy"
2008-01-07,1.0029,"USDCAD Curncy"
2008-01-07,1.4743,"EURUSD Curncy"
2008-01-07,1.475,"GJGB10 Index"
2008-01-07,1.974,"GBPUSD Curncy"
2008-01-07,2.744,"USGG2YR Index"
2008-01-07,3.1841,"USGG5YR Index"
2008-01-07,3.1858,"USGG3M Index"
2008-01-07,3.2112,"USGG6M Index"
2008-01-07,3.8651,"USGG10YR Index"
2008-01-07,3.892,"GCAN10YR Index"
2008-01-07,4.135,"GECU10YR Index"
2008-01-07,4.3761,"USGG30YR Index"
2008-01-07,4.406,"GUKG10 Index"
2008-01-07,4.461,"GBTPGR10 Index"
2008-01-07,6.107,"GACGB10 Index"
2008-01-07,7.879,"NG1 Comdty"
2008-01-07,15.053,"SLV US Equity"
2008-01-07,20.5892,"HPQ"
2008-01-07,22.88,"INTC"
2008-01-07,34.61,"MSFT"
2008-01-07,34.68,"NOK"
2008-01-07,38.41,"GSPC US Equity"
2008-01-07,39.9,"BAC"
2008-01-07,48.17,"QQQ US Equity"
2008-01-07,51.44,"EWJ US Equity"
2008-01-07,75.5,"USO US Equity"
2008-01-07,95.09,"CL1 Comdty"
2008-01-07,100.05,"IBM"
2008-01-07,141.19,"SPY US Equity"
2008-01-07,142.28,"MXFR Index"
2008-01-07,184.98,"IXND Index"
2008-01-07,304.4,"UNG US Equity"
2008-01-07,314.1,"HG1 Comdty"
2008-01-07,374.18,"IXI Index"
2008-01-07,466.25,"C 1 Comdty"
2008-01-07,815.34,"MID Index"
2008-01-07,903,"W 1 Comdty"
2008-01-07,1236,"S 1 Comdty"
2008-01-07,5452.83,"CAC Index"
2008-01-07,6335.7,"UKX Index"
2008-01-07,7817.17,"DAX Index"
2008-01-07,9462.24,"NYA Index"
2008-01-07,12827.49,"DJI Index"
2008-01-07,13618.87,"SPTSX Index"
2008-01-08,0.009159,"JPYUSD Curncy"
2008-01-08,0.8727,"AUDUSD Curncy"
2008-01-08,0.8957,"CHFUSD Curncy"
2008-01-08,1.0047,"USDCAD Curncy"
2008-01-08,1.445,"GJGB10 Index"
2008-01-08,1.4696,"EURUSD Curncy"
2008-01-08,1.9704,"GBPUSD Curncy"
2008-01-08,2.7432,"USGG2YR Index"
2008-01-08,3.1534,"USGG5YR Index"
2008-01-08,3.2371,"USGG3M Index"
2008-01-08,3.2739,"USGG6M Index"
2008-01-08,3.8311,"USGG10YR Index"
2008-01-08,3.877,"GCAN10YR Index"
2008-01-08,4.125,"GECU10YR Index"
2008-01-08,4.3382,"USGG30YR Index"
2008-01-08,4.41,"GUKG10 Index"
2008-01-08,4.469,"GBTPGR10 Index"
2008-01-08,6.057,"GACGB10 Index"
2008-01-08,7.967,"NG1 Comdty"
2008-01-08,15.59,"SLV US Equity"
2008-01-08,19.6085,"HPQ"
2008-01-08,22.26,"INTC"
2008-01-08,33.45,"MSFT"
2008-01-08,34.28,"NOK"
2008-01-08,38.41,"BAC"
2008-01-08,38.74,"GSPC US Equity"
2008-01-08,46.92,"QQQ US Equity"
2008-01-08,51.32,"EWJ US Equity"
2008-01-08,76.06,"USO US Equity"
2008-01-08,96.33,"CL1 Comdty"
2008-01-08,97.59,"IBM"
2008-01-08,138.91,"SPY US Equity"
2008-01-08,143.43,"MXFR Index"
2008-01-08,184.42,"IXND Index"
2008-01-08,307.2,"UNG US Equity"
2008-01-08,329.85,"HG1 Comdty"
2008-01-08,365.22,"IXI Index"
2008-01-08,478.75,"C 1 Comdty"
2008-01-08,796.63,"MID Index"
2008-01-08,907.5,"W 1 Comdty"
2008-01-08,1256.5,"S 1 Comdty"
2008-01-08,5495.67,"CAC Index"
2008-01-08,6356.5,"UKX Index"
2008-01-08,7849.99,"DAX Index"
2008-01-08,9326.08,"NYA Index"
2008-01-08,12589.07,"DJI Index"
2008-01-08,13541.75,"SPTSX Index"
2008-01-09,0.009183,"JPYUSD Curncy"
2008-01-09,0.8786,"AUDUSD Curncy"
2008-01-09,0.8989,"CHFUSD Curncy"
2008-01-09,1.0064,"USDCAD Curncy"
2008-01-09,1.43,"GJGB10 Index"
2008-01-09,1.4707,"EURUSD Curncy"
2008-01-09,1.9732,"GBPUSD Curncy"
2008-01-09,2.6775,"USGG2YR Index"
2008-01-09,3.0757,"USGG5YR Index"
2008-01-09,3.2018,"USGG6M Index"
2008-01-09,3.2078,"USGG3M Index"
2008-01-09,3.7822,"USGG10YR Index"
2008-01-09,3.858,"GCAN10YR Index"
2008-01-09,4.153,"GECU10YR Index"
2008-01-09,4.3101,"USGG30YR Index"
2008-01-09,4.449,"GUKG10 Index"
2008-01-09,4.493,"GBTPGR10 Index"
2008-01-09,6.112,"GACGB10 Index"
2008-01-09,8.099,"NG1 Comdty"
2008-01-09,15.52,"SLV US Equity"
2008-01-09,20.176,"HPQ"
2008-01-09,22.75,"INTC"
2008-01-09,34.2,"NOK"
2008-01-09,34.44,"MSFT"
2008-01-09,38.74,"BAC"
2008-01-09,39.3,"GSPC US Equity"
2008-01-09,47.92,"QQQ US Equity"
2008-01-09,52.44,"EWJ US Equity"
2008-01-09,75.25,"USO US Equity"
2008-01-09,95.67,"CL1 Comdty"
2008-01-09,98.31,"IBM"
2008-01-09,140.37,"SPY US Equity"
2008-01-09,141.55,"MXFR Index"
2008-01-09,185.04,"IXND Index"
2008-01-09,314,"UNG US Equity"
2008-01-09,328.35,"HG1 Comdty"
2008-01-09,367.8,"IXI Index"
2008-01-09,477.25,"C 1 Comdty"
2008-01-09,800.41,"MID Index"
2008-01-09,889.5,"W 1 Comdty"
2008-01-09,1249,"S 1 Comdty"
2008-01-09,5435.42,"CAC Index"
2008-01-09,6272.7,"UKX Index"
2008-01-09,7782.71,"DAX Index"
2008-01-09,9424.69,"NYA Index"
2008-01-09,12735.31,"DJI Index"
2008-01-09,13579.94,"SPTSX Index"
2008-01-10,0.009087,"JPYUSD Curncy"
2008-01-10,0.8831,"AUDUSD Curncy"
2008-01-10,0.8956,"CHFUSD Curncy"
2008-01-10,1.0101,"USDCAD Curncy"
2008-01-10,1.43,"GJGB10 Index"
2008-01-10,1.4659,"EURUSD Curncy"
2008-01-10,1.9585,"GBPUSD Curncy"
2008-01-10,2.7174,"USGG2YR Index"
2008-01-10,3.1327,"USGG5YR Index"
2008-01-10,3.2282,"USGG3M Index"
2008-01-10,3.2543,"USGG6M Index"
2008-01-10,3.8215,"USGG10YR Index"
2008-01-10,3.867,"GCAN10YR Index"
2008-01-10,4.089,"GECU10YR Index"
2008-01-10,4.3407,"USGG30YR Index"
2008-01-10,4.397,"GUKG10 Index"
2008-01-10,4.442,"GBTPGR10 Index"
2008-01-10,6.116,"GACGB10 Index"
2008-01-10,8.259,"NG1 Comdty"
2008-01-10,16.061,"SLV US Equity"
2008-01-10,20.5846,"HPQ"
2008-01-10,22.54,"INTC"
2008-01-10,34.33,"MSFT"
2008-01-10,34.84,"NOK"
2008-01-10,38.5,"GSPC US Equity"
2008-01-10,39.3,"BAC"
2008-01-10,47.99,"QQQ US Equity"
2008-01-10,52,"EWJ US Equity"
2008-01-10,74.02,"USO US Equity"
2008-01-10,93.71,"CL1 Comdty"
2008-01-10,99.92,"IBM"
2008-01-10,140.4,"MXFR Index"
2008-01-10,141.29,"SPY US Equity"
2008-01-10,185.03,"IXND Index"
2008-01-10,320.08,"UNG US Equity"
2008-01-10,328.15,"HG1 Comdty"
2008-01-10,372.33,"IXI Index"
2008-01-10,475,"C 1 Comdty"
2008-01-10,807.61,"MID Index"
2008-01-10,882.5,"W 1 Comdty"
2008-01-10,1244,"S 1 Comdty"
2008-01-10,5400.43,"CAC Index"
2008-01-10,6222.7,"UKX Index"
2008-01-10,7713.09,"DAX Index"
2008-01-10,9490.76,"NYA Index"
2008-01-10,12853.09,"DJI Index"
2008-01-10,13642.65,"SPTSX Index"
2008-01-11,0.009146,"JPYUSD Curncy"
2008-01-11,0.8955,"AUDUSD Curncy"
2008-01-11,0.9063,"CHFUSD Curncy"
2008-01-11,1.0102,"USDCAD Curncy"
2008-01-11,1.43,"GJGB10 Index"
2008-01-11,1.4804,"EURUSD Curncy"
2008-01-11,1.9615,"GBPUSD Curncy"
2008-01-11,2.6922,"USGG2YR Index"
2008-01-11,3.1527,"USGG5YR Index"
2008-01-11,3.2016,"USGG6M Index"
2008-01-11,3.2073,"USGG3M Index"
2008-01-11,3.873,"GCAN10YR Index"
2008-01-11,3.8837,"USGG10YR Index"
2008-01-11,4.089,"GECU10YR Index"
2008-01-11,4.407,"GUKG10 Index"
2008-01-11,4.4502,"USGG30YR Index"
2008-01-11,4.467,"GBTPGR10 Index"
2008-01-11,6.125,"GACGB10 Index"
2008-01-11,8.21,"NG1 Comdty"
2008-01-11,16.077,"SLV US Equity"
2008-01-11,20.4303,"HPQ"
2008-01-11,21.99,"INTC"
2008-01-11,33.82,"NOK"
2008-01-11,33.91,"MSFT"
2008-01-11,38.5,"BAC"
2008-01-11,39.22,"GSPC US Equity"
2008-01-11,47.05,"QQQ US Equity"
2008-01-11,51.12,"EWJ US Equity"
2008-01-11,73.09,"USO US Equity"
2008-01-11,92.69,"CL1 Comdty"
2008-01-11,97.67,"IBM"
2008-01-11,139.63,"MXFR Index"
2008-01-11,140.15,"SPY US Equity"
2008-01-11,184.69,"IXND Index"
2008-01-11,315.12,"UNG US Equity"
2008-01-11,330.4,"HG1 Comdty"
2008-01-11,364.87,"IXI Index"
2008-01-11,495,"C 1 Comdty"
2008-01-11,796.23,"MID Index"
2008-01-11,909.25,"W 1 Comdty"
2008-01-11,1286,"S 1 Comdty"
2008-01-11,5371.41,"CAC Index"
2008-01-11,6202,"UKX Index"
2008-01-11,7717.95,"DAX Index"
2008-01-11,9347.47,"NYA Index"
2008-01-11,12606.3,"DJI Index"
2008-01-11,13632.57,"SPTSX Index"
2008-01-12,NA,NA
2008-01-13,NA,NA
2008-01-14,0.009188,"JPYUSD Curncy"
2008-01-14,0.8909,"AUDUSD Curncy"
2008-01-14,0.9079,"CHFUSD Curncy"
2008-01-14,1.0189,"USDCAD Curncy"
2008-01-14,1.39,"GJGB10 Index"
2008-01-14,1.4776,"EURUSD Curncy"
2008-01-14,1.9566,"GBPUSD Curncy"
2008-01-14,2.5511,"USGG2YR Index"
2008-01-14,3.0372,"USGG5YR Index"
2008-01-14,3.0645,"USGG6M Index"
2008-01-14,3.0929,"USGG3M Index"
2008-01-14,3.7835,"USGG10YR Index"
2008-01-14,3.802,"GCAN10YR Index"
2008-01-14,4.087,"GECU10YR Index"
2008-01-14,4.375,"USGG30YR Index"
2008-01-14,4.424,"GUKG10 Index"
2008-01-14,4.462,"GBTPGR10 Index"
2008-01-14,6.128,"GACGB10 Index"
2008-01-14,8.353,"NG1 Comdty"
2008-01-14,16.28,"SLV US Equity"
2008-01-14,20.9433,"HPQ"
2008-01-14,23.08,"INTC"
2008-01-14,34.39,"MSFT"
2008-01-14,35.34,"NOK"
2008-01-14,37.88,"GSPC US Equity"
2008-01-14,39.22,"BAC"
2008-01-14,47.87,"QQQ US Equity"
2008-01-14,51.76,"EWJ US Equity"
2008-01-14,74.25,"USO US Equity"
2008-01-14,94.2,"CL1 Comdty"
2008-01-14,102.93,"IBM"
2008-01-14,140.71,"MXFR Index"
2008-01-14,141.28,"SPY US Equity"
2008-01-14,184.88,"IXND Index"
2008-01-14,323.04,"UNG US Equity"
2008-01-14,333.9,"HG1 Comdty"
2008-01-14,369.85,"IXI Index"
2008-01-14,512,"C 1 Comdty"
2008-01-14,804.4,"MID Index"
2008-01-14,917,"W 1 Comdty"
2008-01-14,1297,"S 1 Comdty"
2008-01-14,5403.51,"CAC Index"
2008-01-14,6215.7,"UKX Index"
2008-01-14,7732.02,"DAX Index"
2008-01-14,9439.34,"NYA Index"
2008-01-14,12778.15,"DJI Index"
2008-01-14,13698.28,"SPTSX Index"
2008-01-15,0.009245,"JPYUSD Curncy"
2008-01-15,0.8996,"AUDUSD Curncy"
2008-01-15,0.9149,"CHFUSD Curncy"
2008-01-15,1.017,"USDCAD Curncy"
2008-01-15,1.411,"GJGB10 Index"
2008-01-15,1.4869,"EURUSD Curncy"
2008-01-15,1.9559,"GBPUSD Curncy"
2008-01-15,2.5502,"USGG2YR Index"
2008-01-15,3.0436,"USGG5YR Index"
2008-01-15,3.0642,"USGG6M Index"
2008-01-15,3.1545,"USGG3M Index"
2008-01-15,3.7647,"USGG10YR Index"
2008-01-15,3.811,"GCAN10YR Index"
2008-01-15,4.054,"GECU10YR Index"
2008-01-15,4.3582,"USGG30YR Index"
2008-01-15,4.412,"GBTPGR10 Index"
2008-01-15,4.414,"GUKG10 Index"
2008-01-15,6.073,"GACGB10 Index"
2008-01-15,8.196,"NG1 Comdty"
2008-01-15,15.834,"SLV US Equity"
2008-01-15,20.453,"HPQ"
2008-01-15,22.69,"INTC"
2008-01-15,34,"MSFT"
2008-01-15,34.97,"NOK"
2008-01-15,37.88,"BAC"
2008-01-15,38.69,"GSPC US Equity"
2008-01-15,46.55,"QQQ US Equity"
2008-01-15,50.32,"EWJ US Equity"
2008-01-15,72.78,"USO US Equity"
2008-01-15,91.9,"CL1 Comdty"
2008-01-15,101.83,"IBM"
2008-01-15,136.63,"MXFR Index"
2008-01-15,138.17,"SPY US Equity"
2008-01-15,185.19,"IXND Index"
2008-01-15,315.28,"UNG US Equity"
2008-01-15,324.15,"HG1 Comdty"
2008-01-15,361.19,"IXI Index"
2008-01-15,509,"C 1 Comdty"
2008-01-15,785.34,"MID Index"
2008-01-15,932,"W 1 Comdty"
2008-01-15,1301.5,"S 1 Comdty"
2008-01-15,5250.82,"CAC Index"
2008-01-15,6025.6,"UKX Index"
2008-01-15,7566.38,"DAX Index"
2008-01-15,9172.17,"NYA Index"
2008-01-15,12501.11,"DJI Index"
2008-01-15,13316.78,"SPTSX Index"
2008-01-16,0.009365,"JPYUSD Curncy"
2008-01-16,0.8809,"AUDUSD Curncy"
2008-01-16,0.915,"CHFUSD Curncy"
2008-01-16,1.0184,"USDCAD Curncy"
2008-01-16,1.399,"GJGB10 Index"
2008-01-16,1.4804,"EURUSD Curncy"
2008-01-16,1.9627,"GBPUSD Curncy"
2008-01-16,2.4757,"USGG2YR Index"
2008-01-16,2.9626,"USGG5YR Index"
2008-01-16,3.0131,"USGG6M Index"
2008-01-16,3.1458,"USGG3M Index"
2008-01-16,3.6751,"USGG10YR Index"
2008-01-16,3.781,"GCAN10YR Index"
2008-01-16,4.024,"GECU10YR Index"
2008-01-16,4.2725,"USGG30YR Index"
2008-01-16,4.386,"GBTPGR10 Index"
2008-01-16,4.396,"GUKG10 Index"
2008-01-16,6.066,"GACGB10 Index"
2008-01-16,8.133,"NG1 Comdty"
2008-01-16,15.654,"SLV US Equity"
2008-01-16,19.88,"INTC"
2008-01-16,20.1306,"HPQ"
2008-01-16,33.23,"MSFT"
2008-01-16,34.13,"NOK"
2008-01-16,36.91,"GSPC US Equity"
2008-01-16,38.69,"BAC"
2008-01-16,46.05,"QQQ US Equity"
2008-01-16,49.4,"EWJ US Equity"
2008-01-16,71.85,"USO US Equity"
2008-01-16,90.84,"CL1 Comdty"
2008-01-16,101.63,"IBM"
2008-01-16,136.04,"MXFR Index"
2008-01-16,136.98,"SPY US Equity"
2008-01-16,185.48,"IXND Index"
2008-01-16,314.24,"UNG US Equity"
2008-01-16,317.25,"HG1 Comdty"
2008-01-16,359.77,"IXI Index"
2008-01-16,502.5,"C 1 Comdty"
2008-01-16,781.58,"MID Index"
2008-01-16,926.5,"W 1 Comdty"
2008-01-16,1277,"S 1 Comdty"
2008-01-16,5225.39,"CAC Index"
2008-01-16,5942.9,"UKX Index"
2008-01-16,7471.57,"DAX Index"
2008-01-16,9073.43,"NYA Index"
2008-01-16,12466.16,"DJI Index"
2008-01-16,13074.86,"SPTSX Index"
2008-01-17,0.00929,"JPYUSD Curncy"
2008-01-17,0.8797,"AUDUSD Curncy"
2008-01-17,0.9086,"CHFUSD Curncy"
2008-01-17,1.0252,"USDCAD Curncy"
2008-01-17,1.374,"GJGB10 Index"
2008-01-17,1.4652,"EURUSD Curncy"
2008-01-17,1.9636,"GBPUSD Curncy"
2008-01-17,2.4992,"USGG2YR Index"
2008-01-17,3.006,"USGG5YR Index"
2008-01-17,3.0341,"USGG6M Index"
2008-01-17,3.1249,"USGG3M Index"
2008-01-17,3.7345,"USGG10YR Index"
2008-01-17,3.823,"GCAN10YR Index"
2008-01-17,3.978,"GECU10YR Index"
2008-01-17,4.3423,"USGG30YR Index"
2008-01-17,4.346,"GBTPGR10 Index"
2008-01-17,4.383,"GUKG10 Index"
2008-01-17,5.985,"GACGB10 Index"
2008-01-17,8.081,"NG1 Comdty"
2008-01-17,15.717,"SLV US Equity"
2008-01-17,19.33,"INTC"
2008-01-17,19.5223,"HPQ"
2008-01-17,33.06,"NOK"
2008-01-17,33.11,"MSFT"
2008-01-17,35.97,"GSPC US Equity"
2008-01-17,36.91,"BAC"
2008-01-17,45.41,"QQQ US Equity"
2008-01-17,48.72,"EWJ US Equity"
2008-01-17,71.03,"USO US Equity"
2008-01-17,90.13,"CL1 Comdty"
2008-01-17,101.1,"IBM"
2008-01-17,133.43,"SPY US Equity"
2008-01-17,134.47,"MXFR Index"
2008-01-17,185.21,"IXND Index"
2008-01-17,311.6,"UNG US Equity"
2008-01-17,318.2,"HG1 Comdty"
2008-01-17,346.7,"IXI Index"
2008-01-17,502,"C 1 Comdty"
2008-01-17,758.93,"MID Index"
2008-01-17,940.5,"W 1 Comdty"
2008-01-17,1271,"S 1 Comdty"
2008-01-17,5157.09,"CAC Index"
2008-01-17,5902.4,"UKX Index"
2008-01-17,7413.53,"DAX Index"
2008-01-17,8818.95,"NYA Index"
2008-01-17,12159.21,"DJI Index"
2008-01-17,12795.63,"SPTSX Index"
2008-01-18,0.009385,"JPYUSD Curncy"
2008-01-18,0.8766,"AUDUSD Curncy"
2008-01-18,0.9082,"CHFUSD Curncy"
2008-01-18,1.0295,"USDCAD Curncy"
2008-01-18,1.325,"GJGB10 Index"
2008-01-18,1.4642,"EURUSD Curncy"
2008-01-18,1.9715,"GBPUSD Curncy"
2008-01-18,2.4001,"USGG2YR Index"
2008-01-18,2.8715,"USGG5YR Index"
2008-01-18,2.9606,"USGG6M Index"
2008-01-18,2.9905,"USGG3M Index"
2008-01-18,3.6211,"USGG10YR Index"
2008-01-18,3.776,"GCAN10YR Index"
2008-01-18,3.975,"GECU10YR Index"
2008-01-18,4.2551,"USGG30YR Index"
2008-01-18,4.331,"GBTPGR10 Index"
2008-01-18,4.413,"GUKG10 Index"
2008-01-18,6.026,"GACGB10 Index"
2008-01-18,7.993,"NG1 Comdty"
2008-01-18,16.03,"SLV US Equity"
2008-01-18,19,"INTC"
2008-01-18,19.8628,"HPQ"
2008-01-18,32.6,"NOK"
2008-01-18,33.01,"MSFT"
2008-01-18,35.97,"BAC"
2008-01-18,37.39,"GSPC US Equity"
2008-01-18,45.35,"QQQ US Equity"
2008-01-18,50,"EWJ US Equity"
2008-01-18,71.54,"USO US Equity"
2008-01-18,90.57,"CL1 Comdty"
2008-01-18,103.4,"IBM"
2008-01-18,132.06,"SPY US Equity"
2008-01-18,132.76,"MXFR Index"
2008-01-18,184.99,"IXND Index"
2008-01-18,307.2,"UNG US Equity"
2008-01-18,323.45,"HG1 Comdty"
2008-01-18,349.05,"IXI Index"
2008-01-18,498.25,"C 1 Comdty"
2008-01-18,756.21,"MID Index"
2008-01-18,962.5,"W 1 Comdty"
2008-01-18,1264,"S 1 Comdty"
2008-01-18,5092.4,"CAC Index"
2008-01-18,5901.7,"UKX Index"
2008-01-18,7314.17,"DAX Index"
2008-01-18,8794.86,"NYA Index"
2008-01-18,12099.3,"DJI Index"
2008-01-18,12737.12,"SPTSX Index"
2008-01-19,NA,NA
2008-01-20,NA,NA
2008-01-21,NA,NA
2008-01-22,0.009357,"JPYUSD Curncy"
2008-01-22,0.8792,"AUDUSD Curncy"
2008-01-22,0.9105,"CHFUSD Curncy"
2008-01-22,1.0272,"USDCAD Curncy"
2008-01-22,1.345,"GJGB10 Index"
2008-01-22,1.4621,"EURUSD Curncy"
2008-01-22,1.9554,"GBPUSD Curncy"
2008-01-22,2.3461,"USGG2YR Index"
2008-01-22,2.8446,"USGG6M Index"
2008-01-22,2.8452,"USGG3M Index"
2008-01-22,2.8599,"USGG5YR Index"
2008-01-22,3.6297,"USGG10YR Index"
2008-01-22,3.8,"GCAN10YR Index"
2008-01-22,3.974,"GECU10YR Index"
2008-01-22,4.281,"USGG30YR Index"
2008-01-22,4.329,"GBTPGR10 Index"
2008-01-22,4.439,"GUKG10 Index"
2008-01-22,6.043,"GACGB10 Index"
2008-01-22,7.67,"NG1 Comdty"
2008-01-22,15.902,"SLV US Equity"
2008-01-22,18.63,"INTC"
2008-01-22,19.3951,"HPQ"
2008-01-22,31.6999,"NOK"
2008-01-22,31.99,"MSFT"
2008-01-22,37.39,"BAC"
2008-01-22,40.57,"GSPC US Equity"
2008-01-22,44.18,"QQQ US Equity"
2008-01-22,48.1605,"EWJ US Equity"
2008-01-22,70.55,"USO US Equity"
2008-01-22,89.85,"CL1 Comdty"
2008-01-22,101.22,"IBM"
2008-01-22,123.93,"MXFR Index"
2008-01-22,130.72,"SPY US Equity"
2008-01-22,185.95,"IXND Index"
2008-01-22,297.12,"UNG US Equity"
2008-01-22,319.65,"HG1 Comdty"
2008-01-22,348.88,"IXI Index"
2008-01-22,489,"C 1 Comdty"
2008-01-22,752.64,"MID Index"
2008-01-22,934,"W 1 Comdty"
2008-01-22,1239.5,"S 1 Comdty"
2008-01-22,4744.45,"CAC Index"
2008-01-22,5578.2,"UKX Index"
